id,name,genre,developers,publishers,releaseDates
125,Assassin's Creed Chronicles: India,[],['Climax Studios'],['Ubisoft'],"{'Japan': 'Jan 12, 2016', 'NorthAmerica': 'Jan 12, 2016', 'Europe': 'Jan 13, 2016', 'Australia': 'Jan 13, 2016'}"
126,Assassin's Creed Chronicles: Russia,[],['Climax Studios'],['Ubisoft'],"{'Japan': 'Feb 25, 2016', 'NorthAmerica': 'Feb 9, 2016', 'Europe': 'Feb 9, 2016', 'Australia': 'Feb 9, 2016'}"
127,Assassin's Creed: The Ezio Collection,[],['Virtuos'],['Ubisoft'],"{'Japan': 'Nov 15, 2016', 'NorthAmerica': 'Nov 15, 2016', 'Europe': 'Nov 15, 2016', 'Australia': 'Nov 15, 2016'}"
128,Assassin's Creed Odyssey,[],['Ubisoft Quebec'],['Ubisoft'],"{'Japan': 'Oct 5, 2018', 'NorthAmerica': 'Oct 5, 2018', 'Europe': 'Oct 5, 2018', 'Australia': 'Oct 5, 2018'}"
129,Assassin's Creed: Origins,[],['Ubisoft'],['Ubisoft'],"{'Japan': 'Oct 27, 2017', 'NorthAmerica': 'Oct 27, 2017', 'Europe': 'Oct 27, 2017', 'Australia': 'Oct 27, 2017'}"
130,Assassin's Creed Rogue Remastered,[],['Ubisoft Sofia'],['Ubisoft'],"{'Japan': 'Mar 20, 2018', 'NorthAmerica': 'Mar 20, 2018', 'Europe': 'Mar 20, 2018', 'Australia': 'Mar 20, 2018'}"
131,Assassin's Creed Syndicate,[],['Ubisoft Quebec'],['Ubisoft'],"{'Japan': 'Oct 23, 2015', 'NorthAmerica': 'Oct 23, 2015', 'Europe': 'Oct 23, 2015', 'Australia': 'Oct 23, 2015'}"
132,Assassin's Creed Unity,[],['Ubisoft Toronto'],['Ubisoft'],"{'Japan': 'Dec 4, 2014', 'NorthAmerica': 'Nov 13, 2014', 'Europe': 'Nov 11, 2014', 'Australia': 'Nov 11, 2014'}"
133,Assault Android Cactus,[],['Witch Beam'],['Witch Beam'],"{'Japan': 'Mar 9, 2016', 'NorthAmerica': 'Mar 8, 2016', 'Europe': 'Mar 8, 2016', 'Australia': 'Mar 8, 2016'}"
134,Assault Suit Leynos,[],['Dracue Software'],['Extreme'],"{'Japan': 'Dec 23, 2015', 'NorthAmerica': 'Jul 14, 2016', 'Europe': 'Jul 12, 2016', 'Australia': 'Jul 12, 2016'}"
135,The Assembly,[],['nDreams'],['nDreams'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 13, 2016', 'Europe': 'Oct 13, 2016', 'Australia': 'Oct 13, 2016'}"
136,Assetto Corsa,[],['Kunos Simulazioni'],['505 Games'],"{'Japan': 'Sep 27, 2018', 'NorthAmerica': 'Aug 26, 2016', 'Europe': 'Aug 30, 2016', 'Australia': 'Aug 30, 2016'}"
137,Asterix & Obelix XXL 2: Mission: Las Vegum,[],['OSome Studios'],['Anuman Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 29, 2018', 'Europe': 'Nov 29, 2018', 'Australia': 'Nov 29, 2018'}"
138,Asterix & Obelix XXL 3: The Crystal Menhir,[],['OSome Studios'],['Anuman Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 21, 2019', 'Europe': 'Nov 21, 2019', 'Australia': 'Nov 21, 2019'}"
139,Astroneer,[],['System Era Softworks'],['System Era Softworks'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 15, 2019', 'Europe': 'Nov 15, 2019', 'Australia': 'Nov 15, 2019'}"
140,Atari Flashback Classics: Volume 1,[],['Atari'],['Atari'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 18, 2017', 'Europe': 'Oct 13, 2016', 'Australia': 'Oct 13, 2016'}"
141,Atari Flashback Classics: Volume 2,[],['Atari'],['Atari'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 18, 2017', 'Europe': 'Oct 13, 2016', 'Australia': 'Oct 13, 2016'}"
142,Atari Flashback Classics: Volume 3,[],['Code Mystics'],['Atari'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 4, 2018', 'Europe': 'Mar 29, 2018', 'Australia': 'Mar 29, 2018'}"
143,Atelier Ayesha: The Alchemist of Dusk DX,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Dec 25, 2019', 'NorthAmerica': 'Jan 14, 2020', 'Europe': 'Jan 14, 2020', 'Australia': 'Jan 14, 2020'}"
144,Atelier Escha & Logy: Alchemists of the Dusk Sky DX,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Dec 25, 2019', 'NorthAmerica': 'Jan 14, 2020', 'Europe': 'Jan 14, 2020', 'Australia': 'Jan 14, 2020'}"
145,Atelier Firis: The Alchemist and the Mysterious Journey,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Nov 2, 2016', 'NorthAmerica': 'Mar 7, 2017', 'Europe': 'Mar 10, 2017', 'Australia': 'Mar 10, 2017'}"
146,Atelier Lulua: The Scion of Arland,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Mar 20, 2019', 'NorthAmerica': 'May 24, 2019', 'Europe': 'May 21, 2019', 'Australia': 'May 21, 2019'}"
147,Atelier Lydie & Suelle: Alchemists of the Mysterious Painting,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Dec 21, 2017', 'NorthAmerica': 'Mar 30, 2018', 'Europe': 'Mar 27, 2018', 'Australia': 'Mar 27, 2018'}"
148,Atelier Meruru: The Apprentice of Arland,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Sep 20, 2018', 'NorthAmerica': 'Dec 4, 2018', 'Europe': 'Dec 4, 2018', 'Australia': 'Dec 4, 2018'}"
149,Atelier Rorona: The Alchemist of Arland,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Sep 20, 2018', 'NorthAmerica': 'Dec 4, 2018', 'Europe': 'Dec 4, 2018', 'Australia': 'Dec 4, 2018'}"
150,Atelier Ryza: Ever Darkness & the Secret Hideout,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Sep 26, 2019', 'NorthAmerica': 'Nov 1, 2019', 'Europe': 'Oct 29, 2019', 'Australia': 'Oct 29, 2019'}"
151,Atelier Shallie: Alchemists of the Dusk Sea DX,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Dec 25, 2019', 'NorthAmerica': 'Jan 14, 2020', 'Europe': 'Jan 14, 2020', 'Australia': 'Jan 14, 2020'}"
152,Atelier Sophie: The Alchemist of the Mysterious Book,[],['Gust'],['Tecmo Koei'],"{'Japan': 'Nov 19, 2015', 'NorthAmerica': 'Jun 10, 2016', 'Europe': 'Jun 7, 2016', 'Australia': 'Jun 7, 2016'}"
153,Atelier Totori: The Adventurer of Arland,[],['Gust'],['Koei Tecmo'],"{'Japan': 'Sep 20, 2018', 'NorthAmerica': 'Dec 4, 2018', 'Europe': 'Dec 4, 2018', 'Australia': 'Dec 4, 2018'}"
154,Atomic Heart,[],['Mundfish'],['Mundfish'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
155,Attack on Titan,[],['Omega Force'],['Koei Tecmo'],"{'Japan': 'Feb 18, 2016', 'NorthAmerica': 'Aug 26, 2016', 'Europe': 'Aug 30, 2016', 'Australia': 'Aug 30, 2016'}"
156,Attack on Titan 2,[],['Omega Force'],['Koei Tecmo'],"{'Japan': 'Mar 15, 2018', 'NorthAmerica': 'Mar 20, 2018', 'Europe': 'Mar 20, 2018', 'Australia': 'Mar 20, 2018'}"
157,Attractio,[],['GameCoder / Renderfarm'],['Bandai Namco Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 17, 2016', 'Europe': 'Jan 19, 2016', 'Australia': 'Jan 19, 2016'}"
158,ATV Drift & Tricks,[],['GameCoder / Renderfarm'],['Funbox Media'],"{'Japan': 'Jan 18, 2018', 'NorthAmerica': 'Oct 26, 2017', 'Europe': 'Oct 26, 2017', 'Australia': 'Oct 26, 2017'}"
159,Auto Chess,['Auto battler'],"['Drodo', 'Dragonest']",['Dragonest'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
160,Aven Colony,[],['Mothership Entertainment'],['Team17'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 25, 2017', 'Europe': 'Jul 25, 2017', 'Australia': 'Jul 25, 2017'}"
161,Avengers,[],['Crystal Dynamics\nEidos Montréal'],['Square Enix'],"{'Japan': 'May 15, 2020', 'NorthAmerica': 'May 15, 2020', 'Europe': 'May 15, 2020', 'Australia': 'May 15, 2020'}"
162,Away: Journey to the Unexpected,['Roguelike'],['Playdius Entertainment'],['Playdius Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 5, 2019', 'Europe': 'Feb 5, 2019', 'Australia': 'Feb 5, 2019'}"
163,AWAY: The Survival Series,[],['Breaking Walls'],['Breaking Walls'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
164,A Way Out,[],['Hazelight Studios'],['Electronic Arts'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 23, 2018', 'Europe': 'Mar 23, 2018', 'Australia': 'Mar 23, 2018'}"
165,Awesomenauts Assemble,[],['Abstraction Games'],['Ronimo Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 5, 2014', 'Europe': 'Mar 4, 2014', 'Australia': 'Mar 4, 2014'}"
166,A Hole New World,[],['Mad Gear Games'],"['JP: Eastasiasoft', 'WW: Hidden Trap']","{'Japan': 'Oct 4, 2019', 'NorthAmerica': 'Oct 6, 2017', 'Europe': 'Oct 6, 2017', 'Australia': 'Oct 6, 2017'}"
167,AVICII Invector,[],['Hello There Games'],['Wired Productions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 10, 2019', 'Europe': 'Dec 10, 2019', 'Australia': 'Dec 10, 2019'}"
168,Axiom Verge,['Metroidvania'],['Thomas Happ Games'],['Thomas Happ Games'],"{'Japan': 'Mar 31, 2015', 'NorthAmerica': 'Mar 31, 2015', 'Europe': 'Mar 31, 2015', 'Australia': 'Mar 31, 2015'}"
169,Azkend 2: The World Beneath,[],['10tons'],['10tons'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 4, 2016', 'Europe': 'May 3, 2016', 'Australia': 'May 3, 2016'}"
170,Azur Lane: Crosswave,[],"['Compile Heart', 'Felistella']",['Idea Factory'],"{'Japan': 'Aug 29, 2019', 'NorthAmerica': 'Feb 2020', 'Europe': 'Feb 2020', 'Australia': 'Feb 2020'}"
171,Babylon's Fall,[],['PlatinumGames'],['Square Enix'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
172,Backgammon Blitz,[],['VooFoo Studios'],['VooFoo Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 18, 2013', 'Europe': 'Apr 15, 2014', 'Australia': 'Apr 15, 2014'}"
173,Back to Bed,[],['Loot Interactive'],['Loot Interactive'],"{'Japan': 'Feb 9, 2017', 'NorthAmerica': 'Aug 25, 2015', 'Europe': 'Aug 25, 2015', 'Australia': 'Aug 25, 2015'}"
174,Back to the Future: The Game – 30th Anniversary Edition,[],['Telltale Games'],['Telltale Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 16, 2015', 'Europe': 'Oct 13, 2015', 'Australia': 'Oct 13, 2015'}"
175,Badland: Game of the Year Edition,[],['Frogmind'],['Frogmind'],"{'Japan': 'Jun 7, 2017', 'NorthAmerica': 'May 28, 2015', 'Europe': 'May 26, 2015', 'Australia': 'May 26, 2015'}"
176,Bad North,[],['Plausible Concept'],['Raw Fury'],"{'Japan': 'Sep 6, 2018', 'NorthAmerica': 'Aug 28, 2018', 'Europe': 'Aug 28, 2018', 'Australia': 'Aug 28, 2018'}"
177,Baja: Edge of Control HD,[],['2XL Games'],['THQ Nordic'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 14, 2017', 'Europe': 'Sep 14, 2017', 'Australia': 'Sep 14, 2017'}"
178,Baldur's Gate: Enhanced Edition,[],['Beamdog'],['Skybound Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 27, 2019', 'Europe': 'Sep 24, 2019', 'Australia': 'Sep 24, 2019'}"
179,Baldur's Gate II: Enhanced Edition,[],['Beamdog'],['Skybound Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 27, 2019', 'Europe': 'Sep 24, 2019', 'Australia': 'Sep 24, 2019'}"
180,Baldur's Gate: Siege of Dragonspear,[],['Beamdog'],['Skybound Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 27, 2019', 'Europe': 'Sep 24, 2019', 'Australia': 'Sep 24, 2019'}"
181,The Banner Saga,['Tactical role-playing'],['Stoic Studio'],['Versus Evil'],"{'Japan': 'Sep 1, 2016', 'NorthAmerica': 'Jan 12, 2016', 'Europe': 'Jan 12, 2016', 'Australia': 'Jan 12, 2016'}"
182,The Banner Saga 2,['Tactical role-playing'],['Stoic Studio'],['Versus Evil'],"{'Japan': 'Nov 17, 2016', 'NorthAmerica': 'Jul 5, 2016', 'Europe': 'Jul 5, 2016', 'Australia': 'Jul 5, 2016'}"
183,The Banner Saga 3,['Tactical role-playing'],['Stoic Studio'],['Versus Evil'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 26, 2018', 'Europe': 'Jul 26, 2018', 'Australia': 'Jul 26, 2018'}"
184,The Bard's Tale IV: Director's Cut,['Dungeon crawler'],['inXile Entertainment'],['Deep Silver'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 27, 2019', 'Europe': 'Aug 27, 2019', 'Australia': 'Aug 27, 2019'}"
185,Bastion,[],['Supergiant Games'],['WB Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 8, 2015', 'Europe': 'Apr 7, 2015', 'Australia': 'Apr 7, 2015'}"
186,Basement Crawl,['strategy'],['Bloober Team'],['Bloober Team'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 26, 2014', 'Europe': 'Feb 25, 2014', 'Australia': 'Feb 25, 2014'}"
187,Batman: Arkham Knight,[],['Rocksteady Studios'],['WB Games'],"{'Japan': 'Jul 2, 2015', 'NorthAmerica': 'Jun 23, 2015', 'Europe': 'Jun 23, 2015', 'Australia': 'Jun 23, 2015'}"
188,Batman: Return to Arkham,[],['Rocksteady Studios'],['WB Games'],"{'Japan': 'Feb 23, 2017', 'NorthAmerica': 'Oct 18, 2016', 'Europe': 'Oct 18, 2016', 'Australia': 'Oct 18, 2016'}"
189,Batman: The Telltale Series,['Graphic adventure'],['Telltale Games'],['Telltale Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 2, 2016', 'Europe': 'Aug 2, 2016', 'Australia': 'Aug 2, 2016'}"
190,Batman: The Enemy Within,[],['Telltale Games'],['Telltale Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 8, 2017', 'Europe': 'Aug 8, 2017', 'Australia': 'Aug 8, 2017'}"
191,Battalion 1944,[],['Bulkhead Interactive'],['Square Enix'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
192,Battle Chasers: Nightwar,[],['Airship Syndicate'],['Nordic Games'],"{'Japan': 'Jun 6, 2018', 'NorthAmerica': 'Oct 3, 2017', 'Europe': 'Oct 3, 2017', 'Australia': 'Oct 3, 2017'}"
193,Battlefield 1,[],['EA DICE'],['Electronic Arts'],"{'Japan': 'Oct 21, 2016', 'NorthAmerica': 'Oct 21, 2016', 'Europe': 'Oct 21, 2016', 'Australia': 'Oct 21, 2016'}"
194,Battlefield 4,[],['EA DICE'],['Electronic Arts'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Nov 15, 2013', 'Australia': 'Nov 15, 2013'}"
195,Battlefield V,[],['EA DICE'],['Electronic Arts'],"{'Japan': 'Oct 19, 2018', 'NorthAmerica': 'Oct 19, 2018', 'Europe': 'Oct 19, 2018', 'Australia': 'Oct 19, 2018'}"
196,Battlefield Hardline,[],['Visceral Games'],['Electronic Arts'],"{'Japan': 'Mar 19, 2015', 'NorthAmerica': 'Mar 19, 2015', 'Europe': 'Mar 17, 2015', 'Australia': 'Mar 17, 2015'}"
197,Battle Garegga Rev.2016,[],['M2'],['M2'],"{'Japan': 'Dec 12, 2016', 'NorthAmerica': 'Jan 19, 2017', 'Europe': 'Oct 6, 2016', 'Australia': 'Oct 6, 2016'}"
198,Battle of the Bulge,[],['Slitherine Software'],['Slitherine Software'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 22, 2017', 'Europe': 'Nov 22, 2017', 'Australia': 'Nov 22, 2017'}"
199,Battle Princess Madelyn,[],['Causal Bit Games'],['Causal Bit Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 18, 2019', 'Europe': 'Dec 20, 2018', 'Australia': 'Dec 20, 2018'}"
200,Battleship,[],['Frima Studio'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 12, 2016', 'Europe': 'Aug 16, 2016', 'Australia': 'Aug 16, 2016'}"
201,Battlestar Galactica: Deadlock,[],['Slitherine Games'],['Black Lab Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 8, 2017', 'Europe': 'Dec 8, 2017', 'Australia': 'Dec 8, 2017'}"
202,Battle Worlds: Kronos,[],['King Art Games'],['Nordic Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 26, 2016', 'Europe': 'Apr 26, 2016', 'Australia': 'Apr 26, 2016'}"
203,Battlezone,['Vehicular combat'],['Rebellion Developments'],['Rebellion Developments'],"{'Japan': 'Oct 13, 2016', 'NorthAmerica': 'Oct 13, 2016', 'Europe': 'Oct 13, 2016', 'Australia': 'Oct 13, 2016'}"
204,Bayonetta,"['Action', 'hack and slash']",['PlatinumGames'],['Sega'],"{'Japan': 'Feb 18, 2020', 'NorthAmerica': 'Feb 18, 2020', 'Europe': 'Feb 18, 2020', 'Australia': 'Feb 18, 2020'}"
205,Bears Can't Drift!?,[],['Strangely Named'],['Strangely Named'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 9, 2016', 'Europe': 'Aug 30, 2016', 'Australia': 'Aug 30, 2016'}"
206,Bear With Me: The Lost Robots,[],['Exordium Games'],['Modus Games'],"{'Japan': 'Jul 31, 2019', 'NorthAmerica': 'Jul 31, 2019', 'Europe': 'Jul 31, 2019', 'Australia': 'Jul 31, 2019'}"
207,Beast Quest,[],['Torus Games'],['Maximum Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 16, 2018', 'Europe': 'Mar 13, 2018', 'Australia': 'Mar 13, 2018'}"
208,Bedlam,[],['RedBedlam'],['Standfast Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 14, 2015', 'Europe': 'Oct 13, 2015', 'Australia': 'Oct 13, 2015'}"
209,Bee Simulator,[],['Varsav Game Studios'],['Bigben Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 12, 2019', 'Europe': 'Nov 12, 2019', 'Australia': 'Nov 12, 2019'}"
210,Ben 10,[],['Outright Games'],['Bandai Namco Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 10, 2017', 'Europe': 'Nov 14, 2017', 'Australia': 'Nov 14, 2017'}"
211,Bendy and the Ink Machine,[],['Joey Drew Studios'],['Rooster Teeth Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 20, 2018', 'Europe': 'Nov 20, 2018', 'Australia': 'Nov 20, 2018'}"
212,Berserk and the Band of the Hawk,"['Action role-playing', 'hack and slash']",['Omega Force'],['Koei Tecmo'],"{'Japan': 'Oct 27, 2016', 'NorthAmerica': 'Feb 24, 2017', 'Europe': 'Feb 21, 2017', 'Australia': 'Feb 21, 2017'}"
213,Beyond Eyes,[],['Tiger and Squid'],['Team17'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 8, 2015', 'Europe': 'Sep 8, 2015', 'Australia': 'Sep 8, 2015'}"
214,Beyond: Two Souls,[],['Quantic Dream'],['Sony Computer Entertainment'],"{'Japan': 'Jun 1, 2016', 'NorthAmerica': 'Nov 26, 2015', 'Europe': 'Nov 24, 2015', 'Australia': 'Nov 24, 2015'}"
215,Big Bash Boom,[],['Big Ant Studios'],['Big Ant Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 29, 2018', 'Europe': 'Nov 29, 2018', 'Australia': 'Nov 29, 2018'}"
216,Big Pharma,['Management simulation'],['Twice Circled'],['Klabater'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 5, 2019', 'Europe': 'Dec 5, 2019', 'Australia': 'Dec 5, 2019'}"
217,Binaries,[],['Ant Workshop'],['Ground Shatter'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 30, 2016', 'Europe': 'Aug 30, 2016', 'Australia': 'Aug 30, 2016'}"
218,The Binding of Isaac: Rebirth,[],['Nicalis'],['Nicalis'],"{'Japan': 'Oct 28, 2015', 'NorthAmerica': 'Nov 5, 2014', 'Europe': 'Nov 4, 2014', 'Australia': 'Nov 4, 2014'}"
219,Biomutant,[],['Experiment 101'],['THQ Nordic'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
220,BioShock: The Collection,[],['Blind Squirrel Games'],['2K Games'],"{'Japan': 'Sep 15, 2016', 'NorthAmerica': 'Sep 16, 2016', 'Europe': 'Sep 13, 2016', 'Australia': 'Sep 13, 2016'}"
221,Birthdays the Beginning,[],['Toybox Games'],['NIS America'],"{'Japan': 'Jan 19, 2017', 'NorthAmerica': 'May 12, 2017', 'Europe': 'May 9, 2017', 'Australia': 'May 9, 2017'}"
222,Bit.Trip,[],['Choice Provisions'],['Choice Provisions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 5, 2015', 'Europe': 'Dec 5, 2015', 'Australia': 'Dec 5, 2015'}"
223,Black & White Bushido,[],['Endemol'],['Endemol'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 17, 2017', 'Europe': 'May 17, 2017', 'Australia': 'May 17, 2017'}"
224,Black Desert Online,[],['Pearl Abyss'],['Pearl Abyss'],"{'Japan': 'Aug 23, 2019', 'NorthAmerica': 'Aug 22, 2019', 'Europe': 'Aug 22, 2019', 'Australia': 'Aug 22, 2019'}"
225,Blackguards 2,[],['Daedalic'],['Kalypso Media'],"{'Japan': 'Nov 17, 2017', 'NorthAmerica': 'Sep 15, 2017', 'Europe': 'Sep 19, 2017', 'Australia': 'Sep 19, 2017'}"
226,Blackhole: Complete Edition,[],['FiolaSoft Studio'],['FiolaSoft Studio'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 8, 2017', 'Europe': 'Aug 8, 2017', 'Australia': 'Aug 8, 2017'}"
227,The Blackout Club,[],['Question'],['Question'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 30, 2019', 'Europe': 'Jul 30, 2019', 'Australia': 'Jul 30, 2019'}"
228,Black Paradox,[],['Fantastico Studio'],['Digerati'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 1, 2019', 'Europe': 'Apr 30, 2019', 'Australia': 'Apr 30, 2019'}"
229,Blacksad: Under the Skin,['Adventure'],"['Pendulo Studios', 'Ys Interactive']",['Microïds'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 14, 2019', 'Europe': 'Nov 14, 2019', 'Australia': 'Nov 14, 2019'}"
230,Blacksea Odyssey,[],['Spiral Summit Games'],['Digerati Distribution'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 11, 2018', 'Europe': 'Jul 17, 2018', 'Australia': 'Jul 17, 2018'}"
231,Black the Fall,['Puzzle-platform'],['Sand Sailor Studio'],['Square Enix'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 11, 2017', 'Europe': 'Jul 11, 2017', 'Australia': 'Jul 11, 2017'}"
232,Blackwood Crossing,[],['PaperSeven'],['PaperSeven'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 4, 2017', 'Europe': 'Apr 4, 2017', 'Australia': 'Apr 4, 2017'}"
233,Blade Arcus from Shining EX,[],['Sega'],['Sega'],"{'Japan': 'Nov 26, 2015', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
234,Blade Ballet,[],['DreamSail Games'],['DreamSail Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Unreleased', 'Europe': 'Aug 9, 2016', 'Australia': 'Aug 9, 2016'}"
235,Blade Strangers,['Fighting'],['Studio Saizensen'],['Nicalis'],"{'Japan': 'Aug 30, 2018', 'NorthAmerica': 'Aug 28, 2018', 'Europe': 'Aug 28, 2018', 'Australia': 'Aug 28, 2018'}"
236,Bladestorm: Nightmare,['Real-time tactics'],['Koei Tecmo'],['Koei Tecmo'],"{'Japan': 'Jan 29, 2015', 'NorthAmerica': 'Mar 20, 2015', 'Europe': 'Mar 17, 2015', 'Australia': 'Mar 17, 2015'}"
237,Blair Witch,['Survival horror'],['Bloober Team'],['Lionsgate Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 3, 2019', 'Europe': 'Dec 3, 2019', 'Australia': 'Dec 3, 2019'}"
238,Blasphemous,['Platformer'],['The Game Kitchen'],['Team 17'],"{'Japan': 'Dec 19, 2019', 'NorthAmerica': 'Sep 10, 2019', 'Europe': 'Sep 10, 2019', 'Australia': 'Sep 10, 2019'}"
239,Blast 'Em Bunnies,[],['Nnooo'],['Nnooo'],"{'Japan': 'Nov 24, 2017', 'NorthAmerica': 'Mar 9, 2016', 'Europe': 'Mar 8, 2016', 'Australia': 'Mar 8, 2016'}"
240,Blast Zone! Tournament,[],['Victory Lap Games'],['Victory Lap Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 28, 2019', 'Europe': 'Feb 28, 2019', 'Australia': 'Feb 28, 2019'}"
241,BlazBlue: Central Fiction,['Fighting'],['Arc System Works'],['Aksys Games'],"{'Japan': 'Oct 6, 2016', 'NorthAmerica': 'Nov 4, 2016', 'Europe': 'Nov 1, 2016', 'Australia': 'Nov 1, 2016'}"
242,BlazBlue: Chrono Phantasma Extend,[],['Arc System Works'],['Aksys Games'],"{'Japan': 'Apr 23, 2015', 'NorthAmerica': 'Oct 23, 2015', 'Europe': 'Jun 30, 2015', 'Australia': 'Jun 30, 2015'}"
243,BlazBlue: Cross Tag Battle,[],['Arc System Works'],['Arc System Works'],"{'Japan': 'May 31, 2018', 'NorthAmerica': 'Jun 5, 2018', 'Europe': 'Jun 5, 2018', 'Australia': 'Jun 5, 2018'}"
244,Blazerush,[],['Targem Games'],['Targem Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 15, 2015', 'Europe': 'Dec 16, 2015', 'Australia': 'Dec 16, 2015'}"
245,Blazing Beaks,['Twin-stick shooter'],['Applava'],['QubicGames'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
246,Blazing Chrome,['Run and gun'],['JoyMasher'],['The Arcade Crew'],"{'Japan': 'Jul 12, 2019', 'NorthAmerica': 'Jul 11, 2019', 'Europe': 'Jul 12, 2019', 'Australia': 'Jul 12, 2019'}"
247,Bleed,[],['Bootdisk Revolution'],['Digerati'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 23, 2017', 'Europe': 'Aug 22, 2017', 'Australia': 'Aug 22, 2017'}"
